surface,tourney_level,player_hand,player_ht,player_age,opponent_hand,opponent_ht,opponent_age,best_of,player_ace,player_df,player_svpt,player_1stIn,player_1stWon,player_2ndWon,player_SvGms,player_bpSaved,player_bpFaced,opponent_ace,opponent_df,opponent_svpt,opponent_1stIn,opponent_1stWon,opponent_2ndWon,opponent_SvGms,opponent_bpSaved,opponent_bpFaced,player_rank,opponent_rank,result
Hard,A,R,188.0,22.2,R,175.0,29.6,3,12.0,2.0,79.0,45.0,37.0,20.0,14.0,5.0,6.0,5.0,1.0,97.0,58.0,39.0,21.0,14.0,7.0,9.0,18.0,33.0,True
Hard,A,R,193.0,19.4,L,183.0,27.0,3,8.0,0.0,32.0,21.0,19.0,9.0,7.0,0.0,0.0,2.0,2.0,50.0,32.0,17.0,6.0,8.0,4.0,9.0,22.0,157.0,True
Hard,A,L,188.0,31.9,R,183.0,22.6,3,1.0,2.0,83.0,53.0,37.0,13.0,11.0,8.0,11.0,3.0,5.0,66.0,51.0,30.0,7.0,10.0,5.0,9.0,42.0,88.0,True
Hard,A,R,185.0,22.6,R,180.0,34.0,3,6.0,1.0,49.0,27.0,21.0,13.0,8.0,4.0,4.0,0.0,4.0,47.0,30.0,17.0,6.0,7.0,3.0,7.0,90.0,44.0,True
Hard,A,R,188.0,28.5,R,188.0,32.9,3,3.0,1.0,57.0,41.0,34.0,7.0,9.0,3.0,3.0,6.0,4.0,54.0,30.0,21.0,8.0,8.0,0.0,3.0,30.0,56.0,True
Hard,A,R,193.0,22.8,R,188.0,24.6,3,13.0,2.0,66.0,40.0,35.0,15.0,11.0,1.0,1.0,4.0,2.0,64.0,35.0,27.0,16.0,10.0,3.0,4.0,91.0,40.0,True
Hard,A,R,175.0,29.6,R,196.0,22.5,3,0.0,1.0,50.0,35.0,29.0,9.0,10.0,2.0,3.0,3.0,2.0,55.0,31.0,23.0,6.0,10.0,3.0,7.0,33.0,55.0,True
Hard,A,R,188.0,22.2,R,198.0,32.2,3,7.0,2.0,48.0,25.0,23.0,12.0,9.0,2.0,3.0,6.0,3.0,48.0,29.0,16.0,10.0,9.0,2.0,6.0,18.0,45.0,True
Hard,A,L,183.0,27.0,R,193.0,29.7,3,5.0,3.0,56.0,35.0,28.0,13.0,10.0,0.0,0.0,8.0,0.0,54.0,33.0,23.0,10.0,9.0,3.0,5.0,157.0,37.0,True
Hard,A,R,193.0,19.4,R,183.0,27.9,3,10.0,2.0,59.0,37.0,32.0,17.0,11.0,1.0,1.0,2.0,2.0,71.0,43.0,25.0,20.0,10.0,3.0,4.0,22.0,96.0,True
Hard,A,L,188.0,31.9,R,183.0,25.7,3,4.0,4.0,107.0,67.0,50.0,21.0,16.0,6.0,7.0,9.0,1.0,86.0,58.0,44.0,14.0,15.0,3.0,6.0,42.0,65.0,True
Hard,A,R,185.0,22.6,R,181.0,30.4,3,6.0,0.0,52.0,33.0,27.0,13.0,10.0,3.0,4.0,5.0,3.0,63.0,40.0,29.0,7.0,10.0,3.0,6.0,90.0,54.0,True
Hard,A,R,180.0,34.0,R,211.0,22.3,3,16.0,4.0,116.0,79.0,67.0,23.0,18.0,3.0,4.0,36.0,5.0,102.0,64.0,57.0,26.0,18.0,0.0,0.0,44.0,38.0,True
Hard,A,R,188.0,32.9,R,183.0,35.0,3,11.0,5.0,58.0,36.0,30.0,10.0,10.0,3.0,4.0,1.0,4.0,64.0,46.0,31.0,6.0,11.0,5.0,9.0,56.0,60.0,True
Hard,A,R,188.0,24.6,R,196.0,20.4,3,5.0,2.0,101.0,60.0,44.0,22.0,16.0,3.0,5.0,6.0,5.0,94.0,53.0,44.0,22.0,15.0,3.0,4.0,40.0,95.0,True
Hard,A,R,193.0,22.8,R,185.0,23.6,3,21.0,5.0,93.0,61.0,53.0,10.0,16.0,4.0,7.0,7.0,5.0,96.0,49.0,39.0,25.0,15.0,7.0,9.0,91.0,36.0,True
Hard,A,R,196.0,22.5,R,193.0,22.2,3,17.0,8.0,75.0,43.0,38.0,13.0,11.0,5.0,5.0,10.0,1.0,82.0,51.0,31.0,21.0,11.0,3.0,4.0,55.0,32.0,True
Hard,A,R,175.0,29.6,R,180.0,26.4,3,4.0,0.0,55.0,36.0,26.0,11.0,9.0,2.0,3.0,4.0,4.0,62.0,35.0,23.0,11.0,9.0,5.0,9.0,33.0,51.0,True
Hard,A,R,198.0,32.2,R,183.0,25.9,3,28.0,3.0,95.0,65.0,59.0,15.0,16.0,0.0,0.0,11.0,0.0,92.0,63.0,50.0,19.0,16.0,0.0,2.0,45.0,82.0,True
Hard,A,R,193.0,29.7,R,185.0,27.0,3,9.0,1.0,55.0,27.0,24.0,16.0,9.0,1.0,1.0,5.0,3.0,53.0,25.0,17.0,14.0,9.0,2.0,5.0,37.0,94.0,True
Hard,A,L,183.0,27.0,R,185.0,39.6,3,11.0,1.0,66.0,46.0,34.0,11.0,12.0,4.0,7.0,8.0,3.0,96.0,55.0,36.0,14.0,12.0,13.0,18.0,157.0,661.0,True
Hard,A,R,183.0,27.9,L,190.0,29.2,3,10.0,1.0,55.0,39.0,34.0,9.0,10.0,1.0,1.0,3.0,3.0,47.0,28.0,23.0,11.0,10.0,0.0,2.0,96.0,73.0,True
Hard,A,L,188.0,21.5,R,196.0,30.6,3,4.0,5.0,107.0,60.0,42.0,24.0,16.0,7.0,11.0,16.0,3.0,121.0,66.0,50.0,27.0,17.0,9.0,12.0,57.0,24.0,True
Hard,A,R,196.0,30.6,R,196.0,22.9,3,12.0,10.0,106.0,54.0,44.0,20.0,15.0,6.0,9.0,8.0,7.0,84.0,51.0,36.0,13.0,15.0,2.0,8.0,24.0,34.0,True
Hard,A,L,188.0,21.5,R,206.0,34.7,3,4.0,3.0,56.0,38.0,38.0,12.0,11.0,0.0,0.0,12.0,2.0,74.0,57.0,41.0,11.0,11.0,6.0,7.0,57.0,20.0,True
Hard,A,R,196.0,22.9,L,188.0,38.3,3,11.0,3.0,97.0,61.0,49.0,21.0,16.0,0.0,1.0,18.0,8.0,104.0,60.0,49.0,19.0,16.0,7.0,10.0,34.0,61.0,True
Hard,A,R,196.0,30.6,R,183.0,30.5,3,13.0,4.0,79.0,54.0,43.0,13.0,13.0,5.0,6.0,4.0,1.0,83.0,49.0,35.0,15.0,13.0,2.0,5.0,24.0,47.0,True
Hard,A,R,206.0,34.7,R,188.0,25.0,3,25.0,3.0,101.0,76.0,56.0,11.0,12.0,9.0,9.0,6.0,2.0,78.0,52.0,43.0,16.0,12.0,4.0,4.0,20.0,69.0,True
Hard,A,L,188.0,21.5,L,185.0,20.7,3,7.0,2.0,63.0,43.0,37.0,11.0,11.0,4.0,4.0,5.0,6.0,65.0,36.0,29.0,14.0,11.0,1.0,3.0,57.0,13.0,True
Hard,A,L,188.0,38.3,R,178.0,32.6,3,17.0,7.0,86.0,52.0,40.0,16.0,14.0,1.0,3.0,4.0,2.0,91.0,50.0,34.0,23.0,14.0,6.0,9.0,61.0,12.0,True
Hard,A,R,196.0,22.9,R,183.0,21.3,3,10.0,1.0,68.0,45.0,32.0,16.0,10.0,2.0,2.0,4.0,2.0,65.0,46.0,32.0,7.0,10.0,4.0,6.0,34.0,77.0,True
Hard,A,R,183.0,30.5,R,198.0,23.6,3,5.0,2.0,80.0,54.0,41.0,12.0,14.0,1.0,3.0,6.0,2.0,80.0,52.0,32.0,17.0,14.0,2.0,6.0,47.0,16.0,True
Hard,A,R,196.0,30.6,L,183.0,25.6,3,10.0,7.0,96.0,51.0,40.0,24.0,15.0,4.0,6.0,7.0,0.0,83.0,52.0,35.0,20.0,14.0,2.0,5.0,24.0,86.0,True
Hard,A,R,188.0,25.0,R,190.0,35.8,3,3.0,0.0,65.0,45.0,32.0,11.0,11.0,3.0,5.0,6.0,2.0,77.0,50.0,32.0,10.0,10.0,5.0,8.0,69.0,84.0,True
Hard,A,R,206.0,34.7,R,188.0,28.4,3,16.0,3.0,91.0,72.0,63.0,8.0,16.0,2.0,2.0,8.0,4.0,107.0,70.0,52.0,24.0,17.0,2.0,4.0,20.0,101.0,True
Hard,A,L,188.0,21.5,R,185.0,27.2,3,8.0,0.0,42.0,31.0,27.0,9.0,9.0,0.0,0.0,3.0,0.0,48.0,31.0,17.0,12.0,8.0,1.0,4.0,57.0,76.0,True
Hard,A,L,185.0,20.7,R,193.0,29.5,3,12.0,6.0,72.0,41.0,33.0,15.0,11.0,2.0,3.0,8.0,2.0,81.0,57.0,39.0,12.0,11.0,7.0,9.0,13.0,146.0,True
Hard,A,L,188.0,38.3,R,180.0,33.9,3,19.0,4.0,115.0,73.0,56.0,22.0,15.0,9.0,10.0,3.0,0.0,103.0,70.0,51.0,21.0,16.0,3.0,4.0,61.0,63.0,True
Hard,A,R,183.0,21.3,R,188.0,21.9,3,2.0,1.0,79.0,52.0,40.0,17.0,15.0,2.0,4.0,3.0,0.0,90.0,65.0,40.0,13.0,14.0,2.0,6.0,77.0,49.0,True
Hard,A,R,196.0,22.9,R,191.0,24.6,3,4.0,3.0,74.0,47.0,38.0,12.0,11.0,4.0,4.0,9.0,1.0,74.0,51.0,36.0,9.0,10.0,9.0,11.0,34.0,52.0,True
Hard,A,R,183.0,30.5,R,188.0,22.0,3,5.0,1.0,81.0,48.0,33.0,18.0,11.0,6.0,8.0,5.0,0.0,68.0,52.0,35.0,7.0,11.0,2.0,5.0,47.0,227.0,True
Hard,A,L,183.0,25.6,L,188.0,24.3,3,2.0,1.0,62.0,40.0,29.0,14.0,10.0,1.0,2.0,3.0,2.0,70.0,44.0,29.0,12.0,10.0,4.0,7.0,86.0,62.0,True
Hard,A,R,196.0,30.6,R,188.0,18.4,3,11.0,5.0,106.0,66.0,46.0,19.0,14.0,10.0,13.0,5.0,3.0,94.0,62.0,45.0,12.0,14.0,6.0,9.0,24.0,79.0,True
Hard,A,R,190.0,35.8,L,183.0,31.5,3,5.0,1.0,101.0,62.0,41.0,22.0,15.0,8.0,11.0,6.0,4.0,85.0,40.0,28.0,26.0,14.0,3.0,6.0,84.0,43.0,True
Hard,A,R,188.0,25.0,R,183.0,20.6,3,7.0,3.0,88.0,53.0,40.0,20.0,14.0,4.0,5.0,2.0,3.0,73.0,47.0,34.0,14.0,13.0,2.0,5.0,69.0,85.0,True
Hard,A,R,185.0,27.2,R,188.0,32.6,3,10.0,4.0,135.0,95.0,66.0,27.0,18.0,4.0,6.0,12.0,4.0,135.0,80.0,55.0,36.0,18.0,9.0,11.0,76.0,100.0,True
Hard,A,L,188.0,21.5,R,183.0,21.0,3,13.0,1.0,97.0,59.0,45.0,22.0,15.0,7.0,9.0,2.0,0.0,94.0,72.0,52.0,13.0,14.0,7.0,8.0,57.0,46.0,True
Hard,A,R,193.0,29.5,R,185.0,30.7,3,5.0,2.0,50.0,30.0,25.0,11.0,9.0,2.0,3.0,1.0,0.0,50.0,35.0,19.0,9.0,9.0,4.0,8.0,146.0,58.0,True
Hard,G,L,185.0,33.6,R,180.0,26.5,5,5.0,5.0,71.0,44.0,31.0,16.0,12.0,3.0,5.0,0.0,2.0,89.0,64.0,32.0,8.0,11.0,10.0,18.0,1.0,73.0,True
Hard,G,L,190.0,29.2,R,185.0,30.8,5,11.0,4.0,103.0,68.0,52.0,21.0,16.0,3.0,3.0,4.0,5.0,108.0,60.0,43.0,24.0,15.0,8.0,10.0,76.0,59.0,True
Hard,G,R,185.0,30.5,R,201.0,23.7,5,12.0,1.0,118.0,74.0,55.0,28.0,19.0,3.0,4.0,22.0,4.0,116.0,80.0,54.0,15.0,18.0,8.0,12.0,120.0,221.0,True
Hard,G,R,188.0,28.5,R,183.0,27.2,5,12.0,3.0,104.0,67.0,58.0,20.0,19.0,1.0,3.0,8.0,2.0,110.0,66.0,43.0,26.0,19.0,4.0,8.0,30.0,139.0,True
Hard,G,R,193.0,24.7,R,191.0,24.6,5,14.0,1.0,87.0,65.0,59.0,12.0,16.0,0.0,0.0,12.0,3.0,99.0,66.0,50.0,17.0,16.0,4.0,6.0,26.0,53.0,True
Hard,G,R,183.0,35.0,R,180.0,34.0,5,9.0,2.0,86.0,47.0,38.0,19.0,13.0,7.0,8.0,1.0,0.0,73.0,49.0,27.0,10.0,12.0,3.0,9.0,61.0,46.0,True
Hard,G,R,183.0,21.3,R,183.0,27.4,5,4.0,4.0,93.0,70.0,54.0,10.0,13.0,6.0,6.0,6.0,2.0,76.0,51.0,30.0,9.0,12.0,4.0,9.0,78.0,93.0,True
Hard,G,R,198.0,23.6,R,178.0,24.5,5,10.0,1.0,115.0,73.0,59.0,30.0,21.0,1.0,2.0,6.0,2.0,127.0,74.0,55.0,31.0,20.0,5.0,7.0,17.0,196.0,True
Hard,G,R,208.0,40.8,R,193.0,29.5,5,13.0,3.0,94.0,65.0,58.0,18.0,17.0,1.0,1.0,14.0,7.0,99.0,58.0,48.0,23.0,17.0,3.0,5.0,124.0,138.0,True
Hard,G,R,181.0,30.5,R,183.0,27.9,5,28.0,4.0,157.0,92.0,80.0,40.0,26.0,6.0,6.0,21.0,15.0,191.0,101.0,80.0,41.0,26.0,5.0,9.0,55.0,94.0,True
Hard,G,R,190.0,31.3,R,193.0,19.4,5,14.0,3.0,133.0,75.0,59.0,35.0,22.0,4.0,6.0,8.0,7.0,140.0,86.0,67.0,25.0,22.0,12.0,15.0,256.0,22.0,True
Hard,G,R,193.0,22.2,R,188.0,23.5,5,17.0,0.0,69.0,45.0,44.0,13.0,14.0,2.0,2.0,4.0,3.0,89.0,58.0,40.0,12.0,13.0,4.0,8.0,34.0,175.0,True
Hard,G,R,203.0,33.6,R,193.0,25.9,5,16.0,3.0,161.0,105.0,78.0,25.0,25.0,8.0,13.0,11.0,6.0,155.0,103.0,76.0,27.0,25.0,4.0,8.0,122.0,149.0,True
Hard,G,L,183.0,27.0,L,188.0,32.0,5,11.0,3.0,133.0,80.0,57.0,30.0,24.0,4.0,9.0,9.0,4.0,165.0,111.0,76.0,25.0,24.0,6.0,13.0,140.0,42.0,True
Hard,G,R,185.0,26.3,L,183.0,31.5,5,7.0,4.0,96.0,57.0,44.0,21.0,15.0,6.0,7.0,5.0,3.0,86.0,49.0,28.0,19.0,14.0,5.0,10.0,5.0,44.0,True
Hard,G,R,198.0,23.9,R,188.0,21.9,5,13.0,12.0,120.0,63.0,45.0,26.0,19.0,6.0,11.0,3.0,2.0,115.0,75.0,45.0,17.0,18.0,5.0,14.0,4.0,50.0,True
Hard,G,R,185.0,22.7,L,180.0,25.7,5,1.0,3.0,93.0,60.0,44.0,20.0,16.0,6.0,7.0,10.0,1.0,99.0,72.0,50.0,11.0,15.0,6.0,10.0,168.0,89.0,True
Hard,G,R,183.0,22.7,L,173.0,19.3,5,2.0,2.0,148.0,95.0,62.0,25.0,20.0,12.0,17.0,5.0,1.0,149.0,96.0,60.0,16.0,19.0,19.0,28.0,90.0,247.0,True
Hard,G,R,196.0,20.4,R,188.0,34.7,5,12.0,2.0,81.0,53.0,40.0,22.0,14.0,4.0,4.0,11.0,3.0,70.0,47.0,36.0,9.0,13.0,2.0,6.0,96.0,33.0,True
Hard,G,R,206.0,34.7,L,183.0,25.6,5,46.0,4.0,159.0,121.0,99.0,23.0,24.0,3.0,3.0,18.0,4.0,155.0,120.0,102.0,18.0,24.0,2.0,2.0,19.0,86.0,True
Hard,G,L,188.0,22.6,R,191.0,23.5,5,5.0,3.0,156.0,103.0,72.0,33.0,26.0,6.0,9.0,10.0,0.0,168.0,121.0,87.0,21.0,25.0,6.0,11.0,208.0,186.0,True
Hard,G,R,190.0,35.9,R,183.0,20.3,5,10.0,1.0,91.0,55.0,43.0,22.0,16.0,0.0,1.0,7.0,1.0,109.0,65.0,43.0,22.0,16.0,5.0,8.0,85.0,54.0,True
Hard,G,R,183.0,34.8,R,172.0,27.6,5,21.0,1.0,119.0,70.0,57.0,36.0,22.0,2.0,2.0,1.0,3.0,135.0,94.0,65.0,24.0,22.0,4.0,7.0,15.0,92.0,True
Hard,G,R,180.0,29.1,R,188.0,32.9,5,8.0,2.0,78.0,47.0,39.0,15.0,13.0,2.0,3.0,2.0,5.0,79.0,44.0,28.0,13.0,13.0,3.0,9.0,11.0,58.0,True
Hard,G,R,188.0,28.8,L,188.0,24.4,5,14.0,5.0,171.0,88.0,61.0,44.0,26.0,11.0,16.0,8.0,5.0,152.0,111.0,77.0,23.0,26.0,7.0,12.0,64.0,62.0,True
Hard,G,R,173.0,31.3,R,193.0,21.3,5,7.0,0.0,64.0,40.0,34.0,16.0,12.0,1.0,1.0,6.0,1.0,56.0,33.0,13.0,14.0,11.0,1.0,7.0,91.0,231.0,True
Hard,G,R,188.0,22.2,R,183.0,25.6,5,8.0,2.0,101.0,61.0,46.0,23.0,19.0,1.0,6.0,15.0,3.0,134.0,85.0,63.0,22.0,18.0,11.0,15.0,16.0,115.0,True
Hard,G,R,185.0,27.9,R,180.0,22.1,5,22.0,4.0,193.0,109.0,80.0,37.0,26.0,11.0,16.0,14.0,4.0,173.0,116.0,75.0,28.0,26.0,11.0,18.0,29.0,87.0,True
Hard,G,L,188.0,36.1,R,185.0,29.7,5,5.0,2.0,71.0,53.0,45.0,12.0,14.0,1.0,1.0,5.0,6.0,86.0,48.0,29.0,17.0,13.0,5.0,10.0,51.0,106.0,True
Hard,G,R,196.0,27.1,R,183.0,21.0,5,21.0,3.0,159.0,112.0,80.0,26.0,25.0,4.0,8.0,13.0,5.0,168.0,121.0,86.0,27.0,25.0,10.0,13.0,98.0,48.0,True
Hard,G,R,198.0,22.7,R,185.0,27.3,5,8.0,4.0,109.0,92.0,66.0,8.0,16.0,8.0,11.0,3.0,1.0,115.0,73.0,44.0,20.0,15.0,7.0,12.0,7.0,77.0,True
Hard,G,R,196.0,23.7,R,183.0,25.8,5,11.0,5.0,78.0,39.0,33.0,22.0,13.0,2.0,2.0,4.0,4.0,83.0,59.0,39.0,7.0,12.0,4.0,9.0,8.0,162.0,True
Hard,G,R,188.0,28.4,R,178.0,29.9,5,13.0,2.0,98.0,60.0,49.0,22.0,15.0,4.0,4.0,6.0,3.0,90.0,63.0,41.0,13.0,14.0,5.0,9.0,100.0,202.0,True
Hard,G,R,175.0,29.5,R,183.0,26.8,5,4.0,2.0,81.0,44.0,33.0,21.0,13.0,3.0,5.0,2.0,2.0,78.0,43.0,27.0,11.0,13.0,4.0,11.0,69.0,83.0,True
Hard,G,R,198.0,32.2,R,188.0,23.1,5,18.0,1.0,76.0,50.0,41.0,17.0,15.0,1.0,2.0,7.0,4.0,84.0,47.0,33.0,20.0,14.0,7.0,11.0,45.0,28.0,True
Hard,G,L,185.0,29.6,L,188.0,30.9,5,6.0,1.0,84.0,60.0,45.0,18.0,16.0,2.0,3.0,8.0,1.0,99.0,71.0,46.0,13.0,15.0,6.0,10.0,25.0,308.0,True
Hard,G,R,183.0,25.9,R,183.0,29.3,5,17.0,8.0,159.0,92.0,67.0,39.0,23.0,7.0,12.0,10.0,7.0,177.0,115.0,75.0,29.0,23.0,13.0,19.0,84.0,173.0,True
Hard,G,R,183.0,25.7,R,196.0,22.5,5,5.0,1.0,110.0,69.0,45.0,23.0,14.0,11.0,12.0,7.0,12.0,86.0,46.0,32.0,14.0,13.0,10.0,16.0,66.0,56.0,True
Hard,G,R,178.0,32.6,R,211.0,22.3,5,11.0,6.0,146.0,87.0,66.0,43.0,26.0,4.0,5.0,35.0,4.0,168.0,118.0,88.0,27.0,26.0,3.0,6.0,12.0,38.0,True
Hard,G,R,188.0,27.9,L,185.0,20.7,5,3.0,5.0,126.0,80.0,65.0,25.0,20.0,6.0,7.0,7.0,8.0,142.0,86.0,65.0,22.0,20.0,5.0,11.0,67.0,13.0,True
Hard,G,R,188.0,18.4,R,185.0,21.7,5,2.0,1.0,91.0,53.0,42.0,20.0,15.0,4.0,6.0,3.0,3.0,106.0,71.0,42.0,17.0,15.0,4.0,9.0,82.0,216.0,True
Hard,G,R,185.0,22.6,R,188.0,32.6,5,5.0,1.0,100.0,67.0,47.0,25.0,20.0,3.0,7.0,6.0,5.0,124.0,75.0,52.0,22.0,20.0,5.0,11.0,80.0,101.0,True
Hard,G,R,188.0,28.6,R,180.0,26.4,5,17.0,4.0,103.0,70.0,56.0,16.0,17.0,4.0,5.0,4.0,4.0,110.0,75.0,48.0,14.0,17.0,7.0,13.0,20.0,52.0,True
Hard,G,R,196.0,22.9,R,183.0,26.3,5,16.0,9.0,155.0,101.0,77.0,21.0,23.0,5.0,8.0,13.0,6.0,139.0,94.0,69.0,19.0,23.0,2.0,7.0,31.0,99.0,True
Hard,G,R,183.0,30.6,L,188.0,21.5,5,5.0,2.0,142.0,94.0,62.0,25.0,20.0,8.0,12.0,6.0,11.0,125.0,74.0,54.0,25.0,20.0,6.0,10.0,47.0,43.0,True
Hard,G,R,185.0,27.8,R,191.0,23.2,5,6.0,1.0,186.0,128.0,89.0,30.0,28.0,8.0,14.0,32.0,15.0,183.0,118.0,94.0,24.0,27.0,8.0,13.0,41.0,215.0,True
Hard,G,R,185.0,38.4,R,188.0,30.0,5,11.0,1.0,66.0,49.0,40.0,13.0,13.0,1.0,1.0,3.0,2.0,73.0,46.0,26.0,13.0,12.0,4.0,9.0,3.0,75.0,True
Hard,G,R,193.0,21.4,R,185.0,27.0,5,8.0,2.0,61.0,36.0,33.0,15.0,12.0,0.0,0.0,2.0,1.0,76.0,48.0,27.0,9.0,11.0,7.0,13.0,6.0,95.0,True
Hard,G,R,178.0,36.2,R,180.0,26.4,5,6.0,0.0,85.0,53.0,43.0,17.0,14.0,4.0,5.0,5.0,1.0,95.0,65.0,38.0,13.0,13.0,9.0,15.0,79.0,107.0,True
Hard,G,R,185.0,23.6,R,185.0,28.0,5,4.0,1.0,93.0,65.0,47.0,19.0,15.0,6.0,7.0,5.0,5.0,86.0,49.0,33.0,17.0,14.0,5.0,9.0,36.0,74.0,True
Hard,G,R,196.0,29.0,R,183.0,28.3,5,9.0,3.0,60.0,37.0,33.0,15.0,12.0,0.0,0.0,1.0,4.0,82.0,37.0,20.0,21.0,12.0,8.0,14.0,35.0,150.0,True
Hard,G,R,196.0,30.7,L,183.0,29.2,5,13.0,12.0,165.0,85.0,61.0,43.0,23.0,18.0,21.0,7.0,9.0,153.0,93.0,62.0,30.0,23.0,9.0,16.0,21.0,154.0,True
Hard,G,R,198.0,31.3,L,178.0,20.7,5,9.0,1.0,68.0,42.0,35.0,20.0,14.0,3.0,4.0,4.0,6.0,74.0,48.0,30.0,12.0,13.0,4.0,9.0,39.0,70.0,True
Hard,G,R,188.0,22.0,R,180.0,33.9,5,8.0,0.0,91.0,72.0,46.0,11.0,14.0,2.0,5.0,2.0,4.0,81.0,46.0,25.0,16.0,13.0,6.0,13.0,217.0,63.0,True
Hard,G,R,183.0,31.7,L,188.0,38.3,5,2.0,1.0,76.0,56.0,42.0,14.0,14.0,4.0,5.0,12.0,3.0,89.0,54.0,37.0,10.0,14.0,4.0,10.0,9.0,57.0,True
Hard,G,R,170.0,27.4,R,193.0,22.9,5,4.0,2.0,76.0,46.0,33.0,20.0,13.0,2.0,3.0,8.0,2.0,79.0,49.0,31.0,12.0,13.0,6.0,12.0,14.0,72.0,True
Hard,G,R,183.0,20.6,R,193.0,29.4,5,3.0,2.0,150.0,102.0,63.0,29.0,23.0,11.0,16.0,7.0,5.0,144.0,90.0,63.0,25.0,22.0,12.0,18.0,88.0,113.0,True
Hard,G,R,188.0,22.7,R,183.0,32.0,5,22.0,2.0,171.0,121.0,83.0,21.0,26.0,5.0,11.0,7.0,4.0,175.0,110.0,67.0,33.0,25.0,7.0,15.0,133.0,68.0,True
Hard,G,R,180.0,29.5,R,188.0,25.0,5,9.0,1.0,108.0,73.0,59.0,19.0,17.0,1.0,3.0,4.0,0.0,112.0,67.0,46.0,25.0,16.0,8.0,11.0,27.0,65.0,True
Hard,G,R,175.0,29.6,R,178.0,24.7,5,2.0,3.0,128.0,68.0,44.0,37.0,22.0,6.0,11.0,6.0,6.0,157.0,109.0,61.0,21.0,21.0,7.0,16.0,32.0,129.0,True
Hard,G,L,170.0,24.3,R,188.0,24.6,5,2.0,2.0,124.0,74.0,45.0,28.0,20.0,5.0,11.0,7.0,5.0,128.0,75.0,48.0,22.0,19.0,6.0,14.0,71.0,40.0,True
Hard,G,R,180.0,31.6,L,188.0,30.1,5,6.0,4.0,98.0,74.0,52.0,13.0,15.0,2.0,3.0,13.0,0.0,97.0,65.0,44.0,12.0,15.0,7.0,11.0,146.0,123.0,True
Hard,G,R,188.0,32.6,R,193.0,29.7,5,14.0,3.0,92.0,60.0,46.0,16.0,18.0,1.0,5.0,13.0,7.0,112.0,63.0,41.0,20.0,17.0,4.0,11.0,2.0,37.0,True
Hard,G,L,185.0,33.6,L,190.0,29.2,5,8.0,1.0,89.0,61.0,52.0,17.0,14.0,0.0,0.0,2.0,8.0,110.0,69.0,45.0,18.0,14.0,17.0,20.0,1.0,76.0,True
Hard,G,R,188.0,28.5,R,185.0,30.5,5,11.0,2.0,94.0,61.0,44.0,21.0,17.0,6.0,9.0,12.0,4.0,121.0,73.0,52.0,19.0,17.0,12.0,17.0,30.0,120.0,True
Hard,G,R,193.0,24.7,R,183.0,35.0,5,28.0,4.0,110.0,76.0,59.0,19.0,20.0,1.0,3.0,8.0,3.0,116.0,76.0,55.0,18.0,20.0,6.0,11.0,26.0,61.0,True
Hard,G,R,198.0,23.6,R,183.0,21.3,5,7.0,6.0,163.0,104.0,64.0,22.0,24.0,14.0,24.0,4.0,1.0,189.0,123.0,71.0,28.0,23.0,14.0,24.0,17.0,78.0,True
Hard,G,R,193.0,33.3,R,208.0,40.8,5,5.0,7.0,127.0,92.0,79.0,15.0,22.0,1.0,2.0,17.0,8.0,138.0,85.0,71.0,25.0,22.0,4.0,6.0,10.0,124.0,True
Hard,G,R,190.0,31.3,R,181.0,30.5,5,13.0,2.0,90.0,58.0,46.0,23.0,15.0,8.0,8.0,4.0,1.0,80.0,43.0,30.0,18.0,14.0,5.0,9.0,256.0,55.0,True
Hard,G,R,193.0,22.2,R,203.0,33.6,5,20.0,5.0,136.0,85.0,68.0,36.0,25.0,1.0,3.0,21.0,6.0,163.0,109.0,83.0,21.0,25.0,9.0,14.0,34.0,122.0,True
Hard,G,R,185.0,26.3,L,183.0,27.0,5,12.0,3.0,137.0,92.0,76.0,24.0,24.0,5.0,7.0,14.0,5.0,166.0,110.0,67.0,30.0,23.0,17.0,24.0,5.0,140.0,True
Hard,G,R,198.0,23.9,R,185.0,22.7,5,19.0,2.0,84.0,48.0,39.0,23.0,14.0,3.0,4.0,4.0,1.0,93.0,63.0,38.0,10.0,14.0,6.0,12.0,4.0,168.0,True
Hard,G,R,196.0,20.4,R,183.0,22.7,5,8.0,6.0,95.0,64.0,48.0,18.0,14.0,4.0,4.0,1.0,2.0,92.0,55.0,38.0,17.0,14.0,5.0,9.0,96.0,90.0,True
Hard,G,R,206.0,34.7,L,188.0,22.6,5,32.0,2.0,73.0,58.0,50.0,8.0,14.0,0.0,0.0,7.0,5.0,83.0,55.0,38.0,14.0,14.0,3.0,7.0,19.0,208.0,True
Hard,G,R,183.0,34.8,R,190.0,35.9,5,19.0,4.0,138.0,83.0,66.0,29.0,25.0,0.0,5.0,5.0,2.0,155.0,94.0,63.0,34.0,25.0,10.0,16.0,15.0,85.0,True
Hard,G,R,180.0,29.1,R,188.0,28.8,5,3.0,12.0,132.0,82.0,52.0,21.0,22.0,8.0,16.0,9.0,6.0,145.0,81.0,44.0,32.0,21.0,9.0,18.0,11.0,64.0,True
Hard,G,R,188.0,22.2,R,173.0,31.3,5,20.0,2.0,77.0,42.0,38.0,24.0,15.0,0.0,0.0,3.0,3.0,120.0,79.0,49.0,21.0,14.0,8.0,12.0,16.0,91.0,True
